Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Kevin Kölmel,AM (R),17,GER,"5'7""",134 lbs,,Karlsruhe SC,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,400 p/w",Unknown,8-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-17,-,4-12,4-14,-,-,-,5-11,1-11,-,-,2-8,-,-,-,8-16,-,10-16,1-8,-,-,-,-,-,-,1-10,-,-,6-12,-,1-7,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Orazio Fabbrizzi,AM (LC),18,ITA,"5'8""",143 lbs,,Fiorentina,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,700 p/w",Unknown,11-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-15,-,1-7,11-20,-,-,-,1-7,1-3,-,-,1-8,-,-,-,6-14,-,12-18,14-20,-,-,-,-,-,-,6-15,-,-,8-17,-,6-12,9-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Michele Bellino,WB (L),18,ITA,"5'9""",156 lbs,,Fiorentina,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£2,000 p/w",Unknown,-,-,4-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3-10,8-15,-,-,1-8,7-14,-,-,6-15,-,-,-,-,-,-,8-16,-,-,-,-,-,11-20,5-12,5-14,7-16,10-19,-,1-10,13-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Matteo Succi,M (L),18,ITA,"5'8""",156 lbs,,Fiorentina,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,300 p/w",Unknown,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-16,7-15,-,-,2-11,4-12,-,-,1-7,-,-,-,-,-,-,6-12,-,-,-,-,-,6-13,12-19,4-13,12-20,6-13,-,6-15,8-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Leader,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Davide Manzoni,DM,18,ITA,"5'10""",158 lbs,,Fiorentina,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2044,"£1,200 p/w",Unknown,-,-,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-17,2-8,-,-,6-13,6-12,-,-,5-12,-,-,-,-,-,-,5-11,-,-,-,-,-,10-17,9-17,2-9,5-12,13-20,-,2-9,12-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Stefanos Grammatikakis,GK,18,GRE,"6'4""",169 lbs,,Fortuna Düsseldorf,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£550 p/w,Unknown,-,7-13,-,8-15,-,-,7-15,6-12,-,-,4-13,-,-,-,-,-,3-12,-,-,-,-,5-12,-,-,7-14,-,-,-,-,-,-,6-15,-,-,-,6-14,10-16,8-16,3-9,-,-,-,-,-,2-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Shot Stopper,Goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Nick Keller,AM (R),17,GER,"6'2""",163 lbs,,Fortuna Düsseldorf,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£350 p/w,Unknown,9-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5-11,-,3-13,11-19,-,-,-,10-20,9-17,-,-,1-3,-,-,-,5-11,-,9-19,1-7,-,-,-,-,-,-,7-15,-,-,2-10,-,5-15,1-5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Leader,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Marc Drebinger,ST (C),18,GER,"6'0""",163 lbs,,Fortuna Düsseldorf,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,900 p/w",Unknown,12-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4-13,-,6-15,7-15,-,-,-,6-13,7-13,-,-,7-14,-,-,-,2-11,-,7-14,6-12,-,-,-,-,-,-,3-11,-,-,13-20,-,1-7,7-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Helge Lienen,D (L),18,GER,"6'4""",180 lbs,,Fortuna Düsseldorf,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£350 p/w,Unknown,1-7,-,-,-,4-11,-,-,-,-,-,-,-,-,8-14,1-8,-,-,-,1-7,-,-,-,3-9,11-20,-,-,-,-,8-17,-,-,-,5-11,1-5,-,1-7,-,-,-,-,1-9,10-16,-,-,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Vincenzo Amantini,M (C),18,ITA,"6'2""",171 lbs,,Pisa,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£220 p/w,Unknown,-,-,16-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6-15,1-5,-,-,2-8,5-12,-,-,1-8,-,-,-,-,-,-,7-14,-,-,-,-,-,5-14,7-16,6-12,6-12,6-15,-,8-14,5-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Lorenzo Scilipoti,D (C),18,ITA,"6'3""",180 lbs,,Pisa,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£220 p/w,Unknown,8-16,-,-,-,3-9,-,-,-,-,-,-,-,-,7-16,4-11,-,-,-,1-5,-,-,-,3-12,13-20,-,-,-,-,12-19,-,-,-,4-13,4-12,-,8-14,-,-,-,-,6-13,5-14,-,-,-,-,10-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Eldis Dedja,M (C),18,ALB,"5'10""",149 lbs,,Pisa,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£220 p/w,Unknown,-,-,2-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4-13,7-16,-,-,2-8,7-16,-,-,5-11,-,-,-,-,-,-,1-8,-,-,-,-,-,8-14,1-9,3-9,7-13,13-19,-,5-11,11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Youssef Tahiri,AM (R),18,MAR,"5'9""",143 lbs,,Pisa,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£220 p/w,Unknown,7-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-14,-,2-8,1-8,-,-,-,1-4,8-15,-,-,4-13,-,-,-,8-14,-,6-15,7-15,-,-,-,-,-,-,1-5,-,-,9-18,-,1-9,7-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Peter Guľa,D/WB (R),17,SVK,"5'11""",156 lbs,,AZ,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2043,£110 p/w,Unknown,7-17,-,-,-,10-20,-,-,-,-,-,-,-,-,9-17,10-16,-,-,-,8-14,-,-,-,7-15,11-17,-,-,-,-,10-16,-,-,-,12-20,2-12,-,1-7,-,-,-,-,6-12,12-20,-,-,-,-,7-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Keuken Kampioen Divisie,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Manuel Costa,"DM, M (C)",19,POR,"5'7""",136 lbs,,Feirense,£0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£55 p/w,Left,2-7,-,5-10,9-14,-,11-17,2-8,-,-,7-14,7-14,-,3-8,-,1-6,5-10,-,4-10,6-13,1-8,-,-,1-6,6-13,-,10-15,6-11,-,-,9-14,10-15,-,9-14,8-13,-,6-12,-,-,-,8-13,1-8,5-10,7-12,13-18,-,8-13,3-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Technical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
João Monteiro,"DM, M/AM (R)",18,POR,"5'7""",138 lbs,Unambitious,Feirense,£0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£55 p/w,Right,13,3,9,14,8,9,6,1,2,7,6,7,10,6,12,9,3,4,9,7,4,1,3,4,2,1,6,5,7,14,9,3,11,7,7,3,1,2,3,9,6,8,8,9,4,8,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Physical,Young attacking midfielder,Reserved,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Vasco Gomes,AM (L),18,POR,"5'9""",147 lbs,,Feirense,£0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£55 p/w,Left Only,13-19,-,5-11,10-15,-,12-17,3-8,-,-,1-6,5-10,-,6-12,4-11,5-10,6-11,-,5-10,7-12,10-15,-,-,1-7,4-9,-,1-6,4-11,-,-,9-15,9-14,-,10-17,3-9,1-3,-,-,-,-,8-15,2-7,-,4-11,9-16,-,1-8,5-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Luke Savage,ST (C),18,WAL,"6'0""",160 lbs,,Wrexham,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£2,100 p/w",Unknown,8-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9-18,-,6-13,4-10,-,-,-,7-14,9-15,-,-,2-10,-,-,-,9-18,-,14-20,1-10,-,-,-,-,-,-,5-11,-,-,8-16,-,5-12,4-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Physical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Carl Evans,M/AM (C),17,WAL,"5'8""",145 lbs,,Wrexham,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£2,200 p/w",Unknown,9-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-9,-,9-17,11-17,-,-,-,1-8,1-9,-,-,3-9,-,-,-,3-11,-,7-15,5-15,-,-,-,-,-,-,6-12,-,-,10-16,-,8-16,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Intelligent,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Andreas Brandstetter,M/AM (LC),18,GER,"5'9""",149 lbs,Fairly Professional,1860 München,£12K - £110K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,200 p/w",Left,10,2,11,10,10,8,8,4,2,10,5,6,7,12,3,11,3,9,11,15,4,3,4,10,2,7,8,3,5,7,11,2,9,13,5,6,3,2,3,11,6,7,10,15,4,12,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Creative,Young attacking midfielder,Media-friendly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Fabrice Hoffmann,AM (R),18,GER,"5'9""",145 lbs,,1860 München,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£900 p/w,Unknown,14-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-7,-,7-14,7-13,-,-,-,1-9,1-7,-,-,1-6,-,-,-,2-9,-,9-17,10-19,-,-,-,-,-,-,6-12,-,-,10-16,-,3-11,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Jannik Traut,AM (C),18,GER,"6'3""",182 lbs,,1860 München,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,000 p/w",Unknown,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3-11,-,2-8,7-16,-,-,-,4-10,6-13,-,-,1-8,-,-,-,4-12,-,9-15,11-18,-,-,-,-,-,-,10-19,-,-,4-13,-,6-12,9-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Anderson Pérez,D/WB (R),18,VEN,"5'4""",130 lbs,Balanced,Cagliari,£75K - £220K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,800 p/w",Right,14,1-4,10,12,7,12,6,1-3,1-4,5,9,1-4,4-7,10,7,7,1-3,1-3,6,4-8,1-5,1-4,6,2,2-5,14,5,3-6,9,13,7,1-4,12,11,1-3,11,1-3,1-4,2-6,13,9,9,11,11,1-4,5-9,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Attacking full back,Level-headed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Luis Hajdari,WB (R),18,ALB,"6'0""",165 lbs,,Cagliari,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£190 p/w,Unknown,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-8,1-4,-,-,1,5-11,-,-,2-9,-,-,-,-,-,-,3-9,-,-,-,-,-,10-17,5-13,1-6,8-15,8-15,-,1-5,11-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Armando Martini,AM (R),19,ITA,"5'7""",143 lbs,,Cagliari,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£700 p/w,Unknown,4-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7-16,-,3-10,5-11,-,-,-,5-12,4-10,-,-,2-10,-,-,-,9-18,-,13-20,4-13,-,-,-,-,-,-,4-10,-,-,7-15,-,8-15,7-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Andrea Calamai,D (C),18,ITA,"5'10""",160 lbs,,Cagliari,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,900 p/w",Unknown,3-10,-,-,-,11-18,-,-,-,-,-,-,-,-,7-13,1-8,-,-,-,2-11,-,-,-,6-12,4-13,-,-,-,-,10-19,-,-,-,8-14,2-9,-,7-15,-,-,-,-,5-14,9-15,-,-,-,-,12-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Giuseppe Caterina,D (R),17,ITA,"5'11""",152 lbs,,Cagliari,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£190 p/w,Unknown,7-15,-,-,-,4-10,-,-,-,-,-,-,-,-,9-19,1-4,-,-,-,1-7,-,-,-,1-6,8-16,-,-,-,-,5-13,-,-,-,1-11,1-8,-,2-8,-,-,-,-,1-7,1-9,-,-,-,-,7-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yth,- -  - 
Flavio Calomino,"AM (L), ST (C)",17,ITA,"5'10""",149 lbs,,Cagliari,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£2,400 p/w",Unknown,12-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-14,-,6-16,9-17,-,-,-,8-18,1-8,-,-,1-6,-,-,-,11-17,-,10-20,4-10,-,-,-,-,-,-,7-15,-,-,5-13,-,5-15,6-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Leader,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Anderson Mulenessa,AM (R),18,ANG,"5'7""",132 lbs,,Ac. Viseu,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£100 p/w,Unknown,15-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8-16,-,8-14,4-13,-,-,-,2-8,1-3,-,-,1-5,-,-,-,7-15,-,10-16,10-17,-,-,-,-,-,-,4-13,-,-,4-13,-,3-9,1-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Hernâni Sales,M (C),17,POR,"5'10""",147 lbs,,Ac. Viseu,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,-,-,13-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2-10,8-16,-,-,1-4,9-17,-,-,2-12,-,-,-,-,-,-,10-18,-,-,-,-,-,6-16,1-5,1-5,4-14,12-20,-,2-12,5-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Leader,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Gregory Imsand,ST (C),17,POR,"6'0""",169 lbs,,Ac. Viseu,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,£55 p/w,Unknown,1-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5-15,-,1-7,1-7,-,-,-,12-20,8-14,-,-,2-10,-,-,-,4-14,-,6-14,1-7,-,-,-,-,-,-,8-14,-,-,5-13,-,6-14,5-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Intelligent,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- -  - 
Davide Tedesco,"AM (C), ST (C)",18,SUI,"5'11""",158 lbs,,Ac. Viseu,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£230 p/w,Unknown,9-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2-9,-,8-15,9-15,-,-,-,8-16,2-11,-,-,6-12,-,-,-,5-12,-,6-14,10-19,-,-,-,-,-,-,5-11,-,-,6-12,-,7-15,4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Intelligent,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
