Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,xG,Pens S,Pen/R,Shot/90,Shot %,ShT/90,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Franco Romero,"DM, M (C)",32,ARG,"5'10""",152 lbs,,Tigre,£275K,6.78,0,0.11,0,-,0.14,0%,0.00,0.07,39.58,88%,1.72,9,17,35%,2.37,70%,0,1.51,9,18,4.09,0.86,21%,0,0.86,8,7.8mi,1,0,2,20,"1,253",2,1,0,62.65,0,57,6,108.0mi,12,12,21,24,625,551,47,33,31/12/2031,"£8,750 p/w",Right,5-9,-,2-6,10-14,12-16,10-14,9-13,-,-,11-17,11-17,4-10,2-6,10-14,9-15,9-13,-,5-9,9-15,7-13,8-12,-,8-12,6-12,-,5-9,11-15,-,9-15,8-12,11-15,-,7-11,9-13,-,11-15,-,-,-,8-12,3-9,11-15,12-16,13-17,-,11-15,12-16,0.14,0.29,0.06,10.42,12.43,15.37,11.49,3.23,2.59,0.30,4,-,-,-,1.36,-,-,19,-,-,-,-,-,0.01,-,0.11,Liga Profesional de Fútbol,Technical,Midfielder,Scouting Required,0,0.65,0.65,1.22,0.43,0,3.23,0.00,35%,1.22,0.43,44.89,0.00,0.07,0.01,-,Inj,- -  - 
Artem Tkachenko,ST (C),21,UKR,"6'0""",167 lbs,,Obolon,Unknown,6.28,2,4.01,0,-,3.38,42%,1.42,0.31,16.99,54%,-,0,0,-,1.02,57%,0,-,0,19,-,-,-,0,-,21,0.0mi,0,0,0,11 (9),"1,144",43,4,0,57.20,18,0,0,0.0mi,0,-,0,0,400,216,23,13,30/6/2033,£170 p/w,Unknown,10-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10-18,7-13,-,-,-,2-8,6-11,-,-,6-12,-,-,-,7-15,-,7-13,5-10,-,-,-,-,-,-,5-11,-,-,13-19,-,-,8-14,0.00,-,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0,-,-,5%,0.00,-,-,0,-,-,-,-,-,0.32,-,4.01,Favbet Liha,Physical,Forward,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,31.47,0.00,0.00,0.32,-,,- -  - 
Fabian Karst,D (C),23,POL,"6'0""",169 lbs,,Wisła Płock,Unknown,6.69,1,0.17,0,-,0.28,100%,0.28,-,31.78,79%,0.35,1,7,50%,0.76,73%,4,0.97,30,3,7.89,6.23,79%,0,-,1,6.9mi,0,0,0,14 (6),"1,300",4,0,0,65.00,4,114,1,99.6mi,0,90,14,5,578,459,15,11,30/6/2031,£475 p/w,Unknown,6-12,-,-,-,8-14,-,-,-,-,-,-,-,-,-,10-18,-,-,-,1-8,-,-,-,8-13,12-20,-,-,-,-,9-17,-,-,-,10-15,1-7,-,10-16,-,-,-,-,5-13,8-13,-,-,-,-,-,1.04,0.90,0.04,4.98,9.62,8.79,2.22,0.55,2.77,0.03,13,-,-,25%,0.28,-,-,4,-,-,-,-,-,0.01,-,0.17,PKO Bank Polski Ekstraklasa,Leader,Center back,Scouting Required,0,0.07,2.08,0.48,0.07,1,1.66,0.28,14%,0.14,0.07,40.02,0.69,0.14,0.01,-,,- -  - 
Sam Surridge,ST (C),33,USA,"6'3""",154 lbs,,Nashville,Not for Sale,6.88,4,9.60,1,50%,4.05,55%,2.23,0.18,16.01,77%,0.30,1,2,-,1.51,89%,0,0.79,6,17,5.68,2.66,47%,0,0.66,21,4.0mi,0,0,5,18 (2),"1,490",67,3,2,74.50,37,94,0,66.9mi,11,44,13,5,345,265,28,25,31/12/2032,"£22,000 p/w",Right,10-15,-,11-16,-,-,8-15,11-18,-,-,9-15,-,-,9-14,12-17,12-18,4-11,-,13-20,9-15,10-15,-,-,8-13,11-16,-,-,8-13,-,-,12-17,9-16,-,6-11,10-15,9-16,-,-,-,-,10-15,8-14,-,7-12,13-18,-,5-10,14-19,0.00,0.24,0.14,3.62,1.09,12.93,4.35,0.97,0.48,0.08,4,-,-,6%,0.30,-,-,5,-,-,-,-,-,0.53,-,8.79,Major League Soccer,Intelligent,Experienced striker,Scouting Required,0,0.06,0.36,0.12,0.00,1,3.02,0.00,0%,0.12,0.00,20.84,0.00,0.48,0.58,-,,- -  - 
Nelson Mosorongo,"DM, M (C)",30,COL,"5'9""",158 lbs,,Atlético Mineiro,£140K - £8.6M,7.02,3,3.84,0,-,1.52,22%,0.33,0.20,39.32,87%,1.65,11,27,5%,2.05,94%,1,1.26,9,11,4.10,1.26,31%,0,0.86,12,7.7mi,3,0,3,18 (2),"1,362",23,3,0,68.10,5,62,4,116.3mi,13,19,19,25,684,595,33,31,31/12/2032,"£12,500 p/w",Right,14-17,1-4,9-12,11-15,11-15,11-14,8-11,1-4,1-4,13-17,10-13,6-9,9-12,9-13,9-13,8-12,1,7-10,12,5-8,7-10,2-5,8-11,5-8,1-5,14-17,7-11,5-9,9-12,13-16,12-16,1-3,13-16,13,4-8,12-15,1-5,1-3,2-5,10-14,12,12,10-13,10-14,1-5,13-16,12-16,0.07,0.40,0.17,9.19,9.12,12.56,11.04,3.24,4.16,0.29,6,-,-,13%,1.59,-,-,24,-,-,-,-,-,0.25,-,3.84,Campeonato Brasileiro Assaí Série A,Intelligent,Defensive midfielder,Scouting Required,0,0.73,0.59,1.78,0.26,1,2.84,0.07,15%,1.12,0.07,45.20,0.00,0.33,0.25,-,,- -  - 
Thomas Amang,"AM (RL), ST (C)",34,CMR,"5'9""",180 lbs,,De Graafschap,£75K,6.86,3,5.07,0,-,2.76,40%,1.10,0.06,25.93,81%,1.10,10,35,3%,2.57,86%,1,2.08,18,40,12.08,7.11,59%,0,2.94,29,8.2mi,5,1,9,18 (2),"1,468",45,1,0,73.40,18,197,2,134.4mi,48,116,34,18,525,423,49,42,30/6/2032,"£6,750 p/w",Right Only,14,1-4,13-17,8-11,5-8,13-16,14-17,1-4,1-3,9-12,6-10,5-9,6-10,6-9,14-17,6-9,1-3,9-12,10-13,14-18,10-13,2-6,8,15,1-3,10-14,5-8,3-6,2-6,18-20,8-11,1-3,12-16,8-12,4-7,5-8,1-3,1-4,1-4,11-14,11-14,4-8,12-16,7-10,1-3,6-10,14-17,0.18,0.18,0.11,10.61,7.30,12.81,11.16,2.76,2.08,0.10,3,-,-,7%,1.04,-,-,17,-,-,-,-,-,0.31,-,5.07,Eredivisie,Leader,Veteran striker,Scouting Required,0,0.61,1.10,2.15,0.12,0,4.97,0.06,6%,2.02,0.06,32.19,0.12,0.55,0.31,-,Wnt,- -  - 
Luís Guilherme,"M (R), AM (RLC), ST (C)",26,BRA,"5'10""",165 lbs,,Grêmio,£49M - £77M,7.29,4,4.26,0,-,2.08,46%,0.95,0.12,30.91,81%,1.43,11,41,14%,1.97,72%,0,2.26,17,14,5.00,1.43,29%,0,4.11,23,7.9mi,3,0,2,20,"1,511",35,2,0,75.55,16,84,6,132.7mi,69,24,38,24,644,519,46,33,30/6/2033,"£96,000 p/w",Left,15,3-6,5-9,16-20,9-13,8-11,6-9,1-4,1-2,9-12,8-11,7-10,10-14,10-14,1-4,13-17,1-4,7-10,11-14,15-18,7-10,1-3,7,6,1-4,2-6,8-12,1-4,4-7,10-14,13-17,2-5,15,7-11,9-13,4-7,1-3,1,1-4,10-14,8-11,5-8,9-12,11-15,1-3,13-16,9-13,0.00,0.36,0.12,14.89,5.60,12.63,11.67,2.98,4.77,0.43,6,-,-,11%,1.07,-,-,18,-,-,-,-,-,0.25,-,4.26,Campeonato Brasileiro Assaí Série A,Physical,Winger,Scouting Required,0,0.66,1.01,2.44,0.36,0,3.57,0.00,15%,2.08,0.30,38.36,0.00,0.54,0.25,-,Inj,- -  - 
Fred Cardeano,"DM, M (C)",22,POR,"5'7""",149 lbs,,Ac. Viseu,£200K - £2M,6.91,3,2.69,3,100%,1.08,45%,0.49,0.10,57.44,91%,1.18,3,27,25%,1.57,73%,0,1.28,7,6,3.34,1.48,44%,1,0.10,1,8.3mi,0,0,2,11 (9),915,11,1,3,45.75,5,34,6,84.3mi,1,15,13,12,644,584,22,16,30/6/2035,"£1,300 p/w",Right Only,10-14,-,6-10,8-12,11-15,14-20,15-20,-,-,13-17,9-13,6-10,6-10,9-13,15-19,8-12,-,3-9,16-20,7-11,6-12,-,3-9,5-9,-,13-17,5-9,-,11-15,11-15,6-10,-,9-15,13-17,-,10-16,-,-,-,9-13,11-15,10-16,12-18,10-14,-,12-18,8-12,0.00,0.59,0.24,7.38,8.26,8.07,11.70,3.54,7.28,0.10,6,-,-,27%,0.69,-,-,7,-,-,-,-,-,0.03,-,0.31,Liga Portugal Betclic,Leader,Midfielder,Scouting Required,4,0.30,0.69,2.66,0.59,0,1.87,0.00,22%,0.39,0.10,63.34,0.39,0.79,0.26,-,,- -  - 
Sasha Van Damme,ST (C),23,BEL,"6'0""",176 lbs,,Lommel SK,£100K - £1M,6.59,1,3.25,0,-,1.59,53%,0.84,0.19,18.43,91%,0.47,2,2,100%,1.03,61%,2,0.94,13,17,14.88,4.49,30%,0,0.75,15,7.6mi,1,0,11,12 (8),962,17,2,0,48.10,9,159,1,81.2mi,8,48,10,5,217,197,18,11,30/6/2032,"£2,200 p/w",Left,12-16,1-3,11-15,10-14,7-11,13-17,5-9,1-6,1-2,9-13,5-9,6-10,5-9,9-15,11-15,7-11,1-5,14-18,6-10,13-17,6-10,1-5,11-17,13-17,1-3,9-13,7-13,1,1-5,6-10,11-15,1-5,6-12,6-10,1-4,2-6,1-6,1-5,1-3,10-16,7-11,1-3,8-14,11-17,1-3,2-8,6-12,0.09,-,0.19,7.48,2.81,4.49,5.80,1.12,0.28,0.14,0,-,-,6%,0.37,-,-,4,-,-,-,-,-,0.30,-,3.25,Jupiler Pro League,Physical,Forward,Scouting Required,2,0.19,1.22,0.19,0.09,0,10.38,0.19,50%,0.09,0.09,20.30,0.00,0.28,0.30,-,Inj,- -  - 
Dru Yearwood,"DM, M (C)",32,ENG,"5'9""",134 lbs,,Nashville,Not for Sale,7.15,1,0.81,0,-,0.66,23%,0.15,0.10,29.56,84%,0.40,5,10,20%,1.87,80%,0,1.42,8,15,2.63,1.01,38%,0,0.81,18,5.2mi,1,0,0,20,"1,778",13,2,0,88.90,3,52,2,103.5mi,16,20,28,8,692,584,46,37,31/12/2032,"£7,000 p/w",Right,10-15,-,8-13,12-17,-,8-15,7-14,-,-,-,-,-,4-9,-,15-20,8-13,-,2-9,13-18,5-11,-,-,6-13,5-11,-,3-8,3-8,-,-,14-19,-,-,13-20,10-15,-,8-15,-,-,-,9-14,11-16,11-18,11-18,6-11,-,9-16,10-15,0.15,0.20,0.06,8.10,9.52,8.91,7.59,1.57,1.57,0.14,4,-,-,8%,0.40,-,-,8,-,-,-,-,-,0.04,-,0.81,Major League Soccer,Physical,Experienced midfielder,Scouting Required,0,0.25,0.40,0.51,0.10,0,1.62,0.00,20%,0.51,0.10,35.03,0.00,0.20,0.04,-,,- -  - 
Bautista La Licata,"AM (RLC), ST (C)",26,ARG,"5'8""",145 lbs,,Banfield,£800K - £7.8M,6.80,7,5.06,0,-,2.47,45%,1.10,0.05,21.29,83%,0.94,7,30,13%,1.15,63%,0,1.57,10,34,6.71,1.47,22%,0,2.10,41,7.7mi,4,0,10,20,"1,716",47,1,0,85.80,21,128,4,146.8mi,40,28,30,18,488,406,35,22,31/12/2034,"£9,750 p/w",Left Only,12-16,-,3-7,12-16,13-17,8-12,4-8,-,-,10-14,7-11,8-12,9-13,14-20,9-13,14-18,-,12-16,8-12,11-15,6-10,-,7-13,6-10,-,7-11,8-14,1-2,-,9-13,11-15,-,11-17,9-13,8-12,-,-,-,-,12-18,8-12,1-3,7-13,10-16,-,7-13,9-15,0.00,0.21,0.11,11.28,2.99,16.84,10.54,2.05,1.63,0.20,4,-,-,15%,0.94,-,-,18,-,-,-,-,-,0.27,-,5.06,Liga Profesional de Fútbol,Intelligent,Winger,Scouting Required,0,0.37,0.52,1.57,0.21,4,5.24,0.00,13%,1.57,0.21,25.59,0.00,0.89,0.27,-,,- -  - 
Shaq Moore,D/WB/M (R),35,USA,"5'11""",158 lbs,,Nashville,Not for Sale,6.90,2,1.00,0,-,0.60,33%,0.20,-,31.35,86%,0.55,6,30,3%,2.00,80%,3,1.45,16,29,2.80,1.80,64%,0,0.40,21,4.7mi,3,0,1,20,"1,800",12,0,0,90.00,4,56,1,94.4mi,8,36,29,11,733,627,50,40,31/12/2032,"£3,200 p/w",Right,3-10,-,8-15,9-16,12-19,5-10,9-14,-,-,9-14,12-17,-,-,10-16,11-16,8-15,-,-,9-14,-,-,-,8-13,8-13,-,3-10,-,-,10-15,10-17,-,-,12-17,6-13,-,7-12,-,-,-,8-14,6-11,14-19,16-20,10-16,-,-,13-19,0.15,0.30,0.08,9.55,7.80,11.55,5.90,1.35,2.80,0.19,6,-,-,17%,0.55,-,-,11,-,-,-,-,-,0.05,-,1.00,Major League Soccer,Intelligent,Veteran full back,Scouting Required,0,0.30,0.80,1.50,0.05,0,1.00,0.15,3%,1.50,0.05,36.65,1.00,0.10,0.05,-,,- -  - 
Geronimo Londar,D (LC),25,NED,"6'4""",182 lbs,,Lech,£110K - £1.1M,6.73,0,0.38,0,-,0.47,29%,0.13,-,40.18,82%,0.67,1,9,-,1.94,76%,2,2.01,29,6,7.57,4.75,63%,0,-,3,7.4mi,2,0,0,15 (5),"1,344",7,0,0,67.20,2,113,0,110.1mi,0,71,30,10,734,600,38,29,30/6/2032,"£5,250 p/w",Right,10-16,-,10-16,7-12,11-16,7-12,8-13,-,-,3-8,14-19,-,-,13-20,4-9,1-6,-,-,1-4,-,-,-,8-15,15-20,-,1-7,2-9,-,14-19,13-19,5-10,-,10-17,3-9,-,13-18,-,-,-,8-15,7-12,7-14,2-9,1-8,-,-,5-12,0.47,0.54,0.05,6.03,13.66,10.58,6.70,2.01,4.55,0.04,8,-,-,-,0.67,-,-,10,-,-,-,-,-,0.03,-,0.38,PKO Bank Polski Ekstraklasa,Intelligent,Center back,Scouting Required,0,0.07,1.94,0.60,0.00,0,2.81,0.13,0%,0.60,0.00,49.15,0.40,0.20,0.03,-,Wnt,- -  - 
Matéo Husselin,GK,26,NED,"6'2""",178 lbs,,AZ,£220K - £2.2M,6.82,0,0.00,0,-,-,-,-,-,13.37,77%,0.05,1,-,-,0.00,0%,0,0.15,-,0,-,-,-,1,-,2,3.0mi,0,0,0,19 (1),"1,797",0,0,0,89.85,-,-,-,59.2mi,0,-,3,1,348,267,5,0,30/6/2033,"£11,000 p/w",Right,11-14,13-16,5-8,10-14,11-15,10-13,12-15,12,10-14,10-14,10-13,1-3,2-5,12-16,14-18,1-3,2-5,1-3,1-5,1-2,1-4,15,1-3,12-15,12,4-7,1-2,2-6,1,12-15,1-4,12-15,11-14,12-15,1-3,11-14,5-9,10-13,9-12,1-5,9-13,1-4,8-11,3-7,12-16,12-15,4-8,0.00,-,0.00,0.20,4.96,6.21,0.00,0.00,0.55,0.01,-,-7.43,81%,-,0.00,8,-0.37,0,63%,22,19,1.50,0.35,0.00,0%,0.00,Eredivisie,Distributor,Goalkeeper,Scouting Required,-,0.05,5.81,-,-,-,-,0.00,-,-,-,17.43,-,-,0.00,2,Wnt,- -  - 
Serano Seymor,"D (LC), WB (L), DM",30,NED,"6'3""",158 lbs,,Pogoń,£140K - £1.4M,6.98,1,0.99,0,-,0.73,33%,0.24,0.12,37.89,87%,1.27,8,78,9%,2.84,77%,2,2.48,15,21,5.63,3.81,68%,0,0.97,7,8.2mi,4,0,3,18 (2),"1,487",12,2,0,74.35,4,93,8,136.3mi,16,63,41,21,719,626,61,47,30/6/2032,"£5,000 p/w",Left,11-16,-,7-12,8-15,10-17,9-16,8-15,-,-,8-14,10-15,-,-,14-19,4-10,2-9,-,-,10-16,-,-,-,7-12,11-16,-,1-5,8-13,-,7-12,11-16,5-12,-,7-12,6-11,-,7-14,-,-,-,11-16,6-12,10-15,5-10,12-17,-,-,11-16,0.54,0.54,0.08,11.68,12.35,9.02,8.96,2.24,3.39,0.15,9,-,-,8%,1.03,-,-,17,-,-,-,-,-,0.06,-,0.99,PKO Bank Polski Ekstraklasa,Intelligent,Center back,Scouting Required,0,0.48,0.91,4.72,0.48,1,1.82,0.12,10%,3.69,0.36,43.52,0.30,0.30,0.06,-,,- -  - 
Santiago Laquidain,"D (LC), DM",30,ARG,"6'0""",163 lbs,,Aldosivi,£4.6M - £9M,6.79,0,0.64,0,-,0.48,11%,0.05,-,50.74,89%,0.21,0,12,-,1.12,81%,4,1.55,26,4,7.42,5.76,78%,0,0.11,3,6.9mi,0,0,0,20,"1,687",9,0,0,84.35,1,139,2,129.0mi,2,108,29,4,"1,070",951,26,21,31/12/2032,"£4,000 p/w",Left Only,10-16,-,3-9,8-12,9-13,12-16,12-16,-,-,10-14,9-15,6-12,7-13,9-13,14-18,3-7,-,-,9-13,4-10,8-12,-,11-15,8-14,-,12-18,6-10,7-11,10-16,6-12,5-9,-,10-14,9-15,-,13-17,-,-,-,11-15,11-15,10-14,10-14,5-9,-,7-11,11-15,0.43,0.75,0.07,5.39,15.68,2.72,3.04,1.23,3.73,0.01,14,-,-,-,0.21,-,-,4,-,-,-,-,-,0.03,-,0.64,Liga Profesional de Fútbol,Intelligent,Center back,Scouting Required,0,-,1.39,0.64,0.11,0,1.65,0.21,17%,0.11,0.00,57.08,0.59,0.11,0.03,-,,- -  - 
Thiago Gómez,D (C),26,ARG,"5'9""",158 lbs,,Argentinos,£30K - £8M,6.77,1,0.66,0,-,0.40,38%,0.15,0.05,47.90,87%,0.25,1,3,-,1.05,88%,2,1.75,31,16,7.40,5.10,69%,0,0.20,4,6.9mi,8,0,0,20,"1,800",8,1,0,90.00,3,148,0,138.4mi,4,102,35,5,"1,105",958,24,21,31/12/2033,"£4,400 p/w",Right,12-16,-,11-15,9-13,13-17,9-13,9-13,-,-,8-14,11-15,1-4,7-11,11-17,9-15,6-10,-,-,7-13,2-6,1-3,-,13-17,5-9,-,5-9,1-7,1-5,10-14,13-17,4-8,-,12-16,7-11,-,12-16,-,-,-,8-14,11-17,12-16,7-11,4-10,-,7-11,6-12,0.40,0.55,0.08,5.20,18.75,2.90,2.95,1.00,2.85,0.06,11,-,-,13%,0.25,-,-,5,-,-,-,-,-,0.03,-,0.66,Liga Profesional de Fútbol,Intelligent,Center back,Scouting Required,0,0.05,1.55,0.15,0.00,0,2.30,0.10,0%,0.15,0.00,55.25,0.75,0.15,0.03,-,,- -  - 
Luis Olmedo,M/AM (L),32,ARG,"5'7""",141 lbs,,Olimpo,Not for Sale,7.03,1,2.21,0,-,1.12,19%,0.21,0.21,27.24,81%,2.08,7,173,15%,2.67,75%,0,1.76,8,31,4.33,1.55,36%,0,2.62,16,7.6mi,0,0,6,20,"1,685",21,4,0,84.25,4,81,25,141.4mi,49,29,33,39,627,510,67,50,31/12/2032,"£1,800 p/w",Left,9-15,-,4-10,12-18,9-15,8-12,5-9,-,-,7-11,7-11,10-14,8-14,10-14,14-18,10-16,-,7-11,10-14,14-18,9-13,-,5-9,5-9,-,4-10,8-12,1-5,-,10-16,8-14,-,12-16,6-12,8-14,-,-,-,-,10-14,8-12,8-12,9-13,10-14,-,12-16,9-13,0.05,0.11,0.11,15.33,4.75,16.34,12.71,4.22,3.69,0.27,2,-,-,5%,1.34,-,-,25,-,-,-,-,-,0.12,-,2.21,Liga Profesional de Fútbol,Physical,Experienced winger,Scouting Required,3,0.37,0.43,9.24,1.34,0,2.78,0.00,14%,3.15,0.48,33.49,0.00,0.48,0.12,-,Inj,- -  - 
Facundo Pérez,D (RLC),23,ARG,"6'2""",187 lbs,,Estudiantes de La Plata,£450K - £4.6M,6.92,0,1.23,0,-,0.52,10%,0.05,-,53.64,92%,0.63,1,7,-,1.73,92%,9,1.83,18,11,6.55,4.35,66%,0,0.10,5,7.6mi,5,0,0,20,"1,718",10,0,0,85.90,1,125,0,144.3mi,2,83,35,12,"1,119","1,024",36,33,31/12/2035,"£16,500 p/w",Right,12-16,-,12-16,11-15,13-17,14-18,13-17,-,-,8-14,11-15,1-2,6-10,10-16,12-18,4-8,-,-,8-14,3-7,1-3,-,11-15,13-17,-,14-18,3-9,3-9,10-14,13-17,8-12,-,10-14,9-13,-,12-16,-,-,-,9-15,12-18,12-16,13-17,2-8,-,6-10,8-14,0.52,0.58,0.12,7.07,19.02,4.66,3.77,1.57,4.14,0.09,11,-,-,-,0.63,-,-,12,-,-,-,-,-,0.06,-,1.23,Liga Profesional de Fútbol,Physical,Center back,Scouting Required,0,0.05,0.94,0.37,0.00,0,2.20,0.47,0%,0.37,0.00,58.62,0.84,0.05,0.06,-,Wnt,- -  - 
Farouq Limouri,"D (LC), DM",29,MAR,"6'3""",178 lbs,,Arka,£210K,7.05,2,0.55,0,-,0.46,60%,0.27,0.09,54.97,90%,0.64,1,1,-,1.55,74%,2,1.46,11,4,8.23,4.94,60%,0,-,3,7.6mi,2,0,1,10 (10),984,5,1,0,49.20,3,90,0,82.8mi,0,54,16,7,669,601,23,17,30/6/2032,"£3,100 p/w",Right Only,9-15,-,2-8,8-13,7-12,10-15,9-14,-,-,8-13,14-19,-,-,9-16,7-12,1-5,-,-,4-9,-,-,-,7-14,13-18,-,8-14,8-15,-,13-18,13-19,7-12,-,8-15,7-13,-,11-16,-,-,-,11-18,6-11,7-14,7-14,7-14,-,-,10-17,0.46,0.46,0.11,6.40,11.98,7.13,4.48,1.46,4.76,0.03,5,-,-,40%,0.64,-,-,7,-,-,-,-,-,0.05,-,0.55,PKO Bank Polski Ekstraklasa,Physical,Center back,Scouting Required,0,0.09,1.01,0.09,0.00,0,3.29,0.18,0%,0.09,0.00,61.19,0.46,0.18,0.05,-,Wnt,- -  - 
Guillermo May,"M (C), AM (RLC), ST (C)",34,URU,"5'10""",158 lbs,,Rosario Central,£80K,6.94,4,3.07,1,100%,2.67,27%,0.71,0.45,19.16,85%,1.43,4,50,33%,1.07,80%,0,0.80,3,15,9.36,1.51,16%,0,1.16,21,7.0mi,0,0,10,11 (9),"1,010",30,5,1,50.50,8,105,12,78.0mi,13,17,9,16,253,215,15,12,31/12/2031,"£14,250 p/w",Left,11-15,-,9-13,10-14,10-14,7-11,7-11,-,-,10-16,5-9,7-11,13-17,8-14,16-20,11-15,-,10-14,12-18,10-14,8-12,-,8-12,4-8,-,5-9,6-12,5-11,-,9-13,11-15,-,7-11,12-16,6-10,-,-,-,-,6-12,8-14,3-7,10-14,10-16,-,10-14,8-14,0.00,0.27,0.10,5.44,1.69,19.25,6.68,1.69,0.71,0.25,3,-,-,13%,0.89,-,-,10,-,-,-,-,-,0.27,-,3.07,Liga Profesional de Fútbol,Technical,Midfielder,Scouting Required,0,0.36,0.27,4.46,1.07,0,7.84,0.00,24%,1.07,0.36,22.54,0.00,0.80,0.27,-,Lst,- -  - 
Roger Walter,D/WB (L),22,BEL,"6'1""",174 lbs,,KAS Eupen,£70K - £700K,6.76,0,0.08,0,-,0.09,0%,0.00,0.09,55.48,90%,0.37,0,23,16%,2.81,71%,0,2.06,19,17,4.77,2.71,57%,0,0.94,2,8.2mi,1,1,0,10 (10),962,1,1,0,48.10,0,51,3,87.1mi,10,29,22,4,659,593,42,30,30/6/2032,"£1,500 p/w",Left,9-15,2-6,2-8,10-16,10-16,11-15,8-12,2-6,1-4,4-8,14-18,5-9,4-10,11-15,13-17,4-10,1-3,1-2,4-8,3-7,1-3,1-5,3-7,9-13,1-6,8-14,3-7,1-5,7-11,10-16,2-8,1-4,13-17,4-10,1-7,6-10,1-4,1-2,3-7,10-14,9-13,13-17,13-17,5-9,1-4,7-11,7-11,0.09,1.40,0.08,12.63,12.82,9.26,9.26,2.81,7.67,0.04,15,-,-,-,0.19,-,-,2,-,-,-,-,-,0.01,-,0.08,Jupiler Pro League,Physical,Fullback,Scouting Required,0,-,1.78,2.15,0.28,0,2.06,0.00,13%,1.12,0.19,61.65,0.28,0.09,0.01,-,,- -  - 
Nazariy Rusyn,"AM (RL), ST (C)",33,UKR,"5'10""",158 lbs,,Dynamo Kyiv,£0,6.85,6,5.39,0,-,3.56,60%,2.14,0.06,15.20,66%,0.13,0,2,-,1.16,69%,0,0.19,3,14,2.98,0.45,15%,0,0.19,14,2.2mi,0,0,5,13 (7),"1,391",55,1,0,69.55,33,46,0,33.6mi,3,7,3,2,355,235,26,18,30/6/2031,"£4,300 p/w",Right,7-14,-,5-12,7-14,-,7-12,3-8,-,-,9-14,-,-,1-8,6-12,5-10,6-13,-,8-13,9-14,8-13,-,-,12-17,5-10,-,6-13,7-13,-,-,10-17,10-17,-,10-15,6-13,9-16,-,-,-,-,5-11,6-11,-,11-16,8-14,-,10-15,10-16,0.00,0.06,0.10,1.94,0.65,5.43,2.07,0.65,0.32,0.11,1,-,-,11%,0.13,-,-,2,-,-,-,-,-,0.35,-,5.39,Favbet Liha,Intelligent,Forward,Scouting Required,0,-,0.19,0.13,0.00,0,2.52,0.00,0%,0.13,0.00,22.97,0.00,0.32,0.35,-,,- -  - 
Andreas Nibe,"DM, M (C)",29,DEN,"6'1""",169 lbs,,Silkeborg IF,£35K - £350K,6.36,1,1.24,0,-,0.84,13%,0.10,0.10,13.54,65%,-,0,0,-,2.09,69%,0,-,0,13,-,-,-,0,-,20,0.0mi,0,0,0,19 (1),"1,722",16,2,0,86.10,2,0,0,0.0mi,0,-,0,0,400,259,58,40,31/12/2031,"£8,750 p/w",Right,7-11,-,8-12,12-16,12-16,7-11,5-9,-,-,7-13,9-15,3-9,5-9,10-14,11-17,12-16,-,10-14,9-15,6-12,4-8,-,5-9,9-15,-,3-7,6-10,1-5,5-11,6-10,11-15,-,9-13,9-13,-,8-12,-,-,-,8-12,6-12,7-11,9-13,9-13,-,12-16,9-13,0.00,-,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0,-,-,6%,0.00,-,-,0,-,-,-,-,-,0.06,-,1.24,3F Superliga,Technical,Midfielder,Scouting Required,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.91,0.00,0.00,0.06,-,,- -  - 
